source_file,source_sheet,row_index,raw_description,normalized_description,manufacturer,mpn,qty,family,subfamily,extracted_features,identification_confidence,identification_status,matched_reference,selected_method,status,lambda_value,unit_lambda_value,fit,mtbf,assumptions,comment,ref_designator,assumptions_json,extracted_features_json
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,86,RES SMD 1kohm +/-1% 1/20W 0201,res smd 1kohm +/-1% 1/20w 0201,Yageo,RC0201FR-071KL,9,resistor,fixed_resistor,"{'source_text': 'res smd 1kohm +/-1% 1/20w 0201', 'resistance_ohm': 1000.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,2.592e-08,2.88e-09,25.919999999999998,38580246.913580246,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R20,R21,R22,R62,R76,R77,R84,R171,R221","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 1kohm +/-1% 1/20w 0201', 'resistance_ohm': 1000.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,87,RES SMD 360ohm +/-1% 1/16W 0402,res smd 360ohm +/-1% 1/16w 0402,Yageo,RC0402FR-07360RL,6,resistor,fixed_resistor,"{'source_text': 'res smd 360ohm +/-1% 1/16w 0402', 'resistance_ohm': 360.0, 'power_w': 16.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,1.728e-08,2.88e-09,17.28,57870370.37037037,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R24,R27,R28,R71,R100,R133","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 360ohm +/-1% 1/16w 0402', 'resistance_ohm': 360.0, 'power_w': 16.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,88,RES SMD 1kohm +/-1% 1/20W 0201,res smd 1kohm +/-1% 1/20w 0201,Yageo,AC0201FR-101KL,8,resistor,fixed_resistor,"{'source_text': 'res smd 1kohm +/-1% 1/20w 0201', 'resistance_ohm': 1000.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,2.304e-08,2.88e-09,23.04,43402777.777777776,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R25,R29,R176,R177,R178,R218,R219,R220","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 1kohm +/-1% 1/20w 0201', 'resistance_ohm': 1000.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,89,RES SMD 75ohm +/-1% 1/10W 0603,res smd 75ohm +/-1% 1/10w 0603,Yageo,RC0603FR-0775RL,16,resistor,fixed_resistor,"{'source_text': 'res smd 75ohm +/-1% 1/10w 0603', 'resistance_ohm': 75.0, 'power_w': 10.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,4.608e-08,2.88e-09,46.08,21701388.888888888,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R26,R99,R101,R103,R107,R108,R109,R110,R111,R112,R113,R114,R115,R116,R117,R118","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 75ohm +/-1% 1/10w 0603', 'resistance_ohm': 75.0, 'power_w': 10.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,90,RES SMD 4.7kohm +/-1% 1/20W 0201,res smd 4.7kohm +/-1% 1/20w 0201,Yageo,RC0201FR-074K7L,15,resistor,fixed_resistor,"{'source_text': 'res smd 4.7kohm +/-1% 1/20w 0201', 'resistance_ohm': 4700.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,4.32e-08,2.88e-09,43.2,23148148.148148146,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R60,R63,R64,R65,R150,R151,R152,R153,R164,R179,R180,R235,R237,R239,R240","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 4.7kohm +/-1% 1/20w 0201', 'resistance_ohm': 4700.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,91,RES SMD 62ohm +/-1% 1/16W 0402,res smd 62ohm +/-1% 1/16w 0402,Yageo,RC0402FR-0762RL,2,resistor,fixed_resistor,"{'source_text': 'res smd 62ohm +/-1% 1/16w 0402', 'resistance_ohm': 62.0, 'power_w': 16.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,5.76e-09,2.88e-09,5.76,173611111.1111111,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R66,R67","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 62ohm +/-1% 1/16w 0402', 'resistance_ohm': 62.0, 'power_w': 16.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,92,RES SMD 1.3kohm +/-1% 1/16W 0402,res smd 1.3kohm +/-1% 1/16w 0402,Yageo,RC0402FR-071K3L,1,resistor,fixed_resistor,"{'source_text': 'res smd 1.3kohm +/-1% 1/16w 0402', 'resistance_ohm': 1300.0, 'power_w': 16.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,2.88e-09,2.88e-09,2.88,347222222.2222222,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,R68,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 1.3kohm +/-1% 1/16w 0402', 'resistance_ohm': 1300.0, 'power_w': 16.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,93,RES SMD 0ohm +/-5% 1/16W 0402,res smd 0ohm +/-5% 1/16w 0402,Yageo,RC0402JR-070RL,5,resistor,fixed_resistor,"{'source_text': 'res smd 0ohm +/-5% 1/16w 0402', 'resistance_ohm': 0.0, 'power_w': 16.0, 'tolerance_pct': 5.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,1.6559999999999997e-08,3.3119999999999997e-09,16.56,60386473.4299517,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.15, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R69,R70,R128,R134,R199","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.15, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 0ohm +/-5% 1/16w 0402', 'resistance_ohm': 0.0, 'power_w': 16.0, 'tolerance_pct': 5.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,94,RES SMD 49.9ohm +/-1% 1/20W 0201,res smd 49.9ohm +/-1% 1/20w 0201,Yageo,RC0201FR-0749R9L,2,resistor,fixed_resistor,"{'source_text': 'res smd 49.9ohm +/-1% 1/20w 0201', 'resistance_ohm': 49.9, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,5.76e-09,2.88e-09,5.76,173611111.1111111,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R72,R73","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 49.9ohm +/-1% 1/20w 0201', 'resistance_ohm': 49.9, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,95,RES SMD 7.5kohm +/-1% 1/20W 0201,res smd 7.5kohm +/-1% 1/20w 0201,Yageo,RC0201FR-077K5L,1,resistor,fixed_resistor,"{'source_text': 'res smd 7.5kohm +/-1% 1/20w 0201', 'resistance_ohm': 7500.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,2.88e-09,2.88e-09,2.88,347222222.2222222,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,R89,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 7.5kohm +/-1% 1/20w 0201', 'resistance_ohm': 7500.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,96,RES SMD SENSE 0.01ohm +/-1% 1/5W 0402,res smd sense 0.01ohm +/-1% 1/5w 0402,Panasonic,ERJ-2LWFR010X,2,resistor,fixed_resistor,"{'source_text': 'res smd sense 0.01ohm +/-1% 1/5w 0402', 'resistance_ohm': 0.01, 'power_w': 5.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,6.6239999999999995e-09,3.3119999999999997e-09,6.624,150966183.57487923,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.15, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R91,R222","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.15, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd sense 0.01ohm +/-1% 1/5w 0402', 'resistance_ohm': 0.01, 'power_w': 5.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,97,RES SMD 51kohm +/-1% 1/20W 0201,res smd 51kohm +/-1% 1/20w 0201,Yageo,RC0201FR-0751KL,3,resistor,fixed_resistor,"{'source_text': 'res smd 51kohm +/-1% 1/20w 0201', 'resistance_ohm': 51000.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,8.64e-09,2.88e-09,8.64,115740740.74074075,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R92,R93,R94","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 51kohm +/-1% 1/20w 0201', 'resistance_ohm': 51000.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,PCIe104_INF_E1N001INF1,98,RES SMD 180kohm +/-1% 1/20W 0201,res smd 180kohm +/-1% 1/20w 0201,Yageo,RC0201FR-07180KL,3,resistor,fixed_resistor,"{'source_text': 'res smd 180kohm +/-1% 1/20w 0201', 'resistance_ohm': 180000.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,8.64e-09,2.88e-09,8.64,115740740.74074075,"{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"R95,R96,R97","{'base_fit_per_part': 2.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'power_ratio': None}","{'source_text': 'res smd 180kohm +/-1% 1/20w 0201', 'resistance_ohm': 180000.0, 'power_w': 20.0, 'tolerance_pct': 1.0, 'package': 'SMD', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
